	Description	 Category 	 Subcategory 	 Payment 	 Date 	 Gains/Expenses 	Checking Balance		Is Curent Balance <$0?	Row # In Table	Next <$0 Balance Amount	Date <$0 Balance Occurs
	Federal Loans	 Needs 	Student Loans	 Checking 	1/14/2022	 $ (308.05)	 $ 82.41 		FALSE	-1	N/A	N/A
	Northgate Market	 Wants 	 Free Spending 	 Citi CC 	1/15/2022	 $ (15.06)	 $ 82.41 		FALSE	-1	N/A	N/A
	Starbucks	 Wants 	 Free Spending 	 Chase CC 	1/16/2022	 $ (9.50)	 $ 82.41 		FALSE	-1	N/A	N/A
	99 Cents Store	 Wants 	 Free Spending 	 Citi CC 	1/16/2022	 $ (15.39)	 $ 82.41 		FALSE	-1	N/A	N/A
	LinkedIn	 Wants 	 Free Spending 	 Chase CC 	1/18/2022	 $ (15.00)	 $ 82.41 		FALSE	-1	N/A	N/A
	LA Fitness	 Wants 	 Subscriptions 	 Chase CC 	1/20/2022	 $ (34.99)	 $ 82.41 		FALSE	-1	N/A	N/A
	Payday	 Income 	 Earnings 	 Checking 	1/21/2022	 $ 1,628.65 	 $ 1,711.06 		FALSE	-1	N/A	N/A
	OF	 Wants 	 Free Spending 	 Citi CC 	1/21/2022	 $ (5.25)	 $ 1,711.06 		FALSE	-1	N/A	N/A
	IRA Contribution	 Savings 	 Retirement 	 Checking 	1/21/2022	 $ (300.00)	 $ 1,411.06 		FALSE	-1	N/A	N/A
	7/11	 Wants 	 Free Spending 	 Chase CC 	1/22/2022	 $ (7.38)	 $ 1,411.06 		FALSE	-1	N/A	N/A
	Raising Cane's	 Wants 	 Free Spending 	 Chase CC 	1/23/2022	 $ (10.76)	 $ 1,411.06 		FALSE	-1	N/A	N/A
	McDonald's	 Wants 	 Free Spending 	 Chase CC 	1/23/2022	 $ (13.10)	 $ 1,411.06 		FALSE	-1	N/A	N/A
	Shell	 Needs 	 Gas 	 Citi CC 	1/23/2022	 $ (77.22)	 $ 1,411.06 		FALSE	-1	N/A	N/A
	Cholada	 Wants 	 Free Spending 	 Chase CC 	1/23/2022	 $ (98.60)	 $ 1,411.06 		FALSE	-1	N/A	N/A
	HBO Max	 Wants 	 Subscriptions 	 Chase CC 	1/26/2022	 $ (7.49)	 $ 1,411.06 		FALSE	-1	N/A	N/A
	Chipotle	 Wants 	 Free Spending 	 Citi CC 	1/28/2022	 $ (13.25)	 $ 1,411.06 		FALSE	-1	N/A	N/A
	Internet Bill	 Needs 	Internet Bill	 Checking 	1/28/2022	 $ (83.99)	 $ 1,327.07 		FALSE	-1	N/A	N/A
	Car Insurance	 Needs 	Car Insurance	 Checking 	1/28/2022	 $ (142.80)	 $ 1,184.27 		FALSE	-1	N/A	N/A
	ESPN+	 Wants 	 Subscriptions 	 Chase CC 	1/29/2022	 $ (6.99)	 $ 1,184.27 		FALSE	-1	N/A	N/A
	Starbucks	 Wants 	 Free Spending 	 Amazon CC 	1/29/2022	 $ (10.00)	 $ 1,184.27 		FALSE	-1	N/A	N/A
	Nate's Korner	 Wants 	 Free Spending 	 Chase CC 	1/29/2022	 $ (14.10)	 $ 1,184.27 		FALSE	-1	N/A	N/A
	Laundry	 Needs 	 Laundry 	 Chase CC 	1/29/2022	 $ (15.00)	 $ 1,184.27 		FALSE	-1	N/A	N/A
	Ambrosia Coffee	 Wants 	 Free Spending 	 Chase CC 	1/30/2022	 $ (12.65)	 $ 1,184.27 		FALSE	-1	N/A	N/A
	Northgate Market	 Wants 	 Free Spending 	 Citi CC 	1/30/2022	 $ (16.75)	 $ 1,184.27 		FALSE	-1	N/A	N/A
	Bill Reimbursement	 Income 	 Reimbursements 	 Checking 	1/31/2022	 $ 75.19 	 $ 1,259.46 		FALSE	-1	N/A	N/A
	McDonald's	 Wants 	 Free Spending 	 Chase CC 	1/31/2022	 $ (18.24)	 $ 1,259.46 		FALSE	-1	N/A	N/A
	Amazon	 Wants 	 Free Spending 	 Amazon CC 	2/1/2022	 $ (2.98)	 $ 1,259.46 		FALSE	-1	N/A	N/A
	Rent	 Needs 	Rent	 Checking 	2/1/2022	 $ (1,120.61)	 $ 138.85 		FALSE	-1	N/A	N/A
	Ralph's	 Needs 	 Groceries 	 Citi CC 	2/2/2022	 $ (74.77)	 $ 138.85 		FALSE	-1	N/A	N/A
	Payday	 Income 	 Earnings 	 Checking 	2/4/2022	 $ 1,639.97 	 $ 1,778.82 		FALSE	-1	N/A	N/A
	Apple CC	 Wants 	 Free Spending 	 Checking 	2/4/2022	 $ (55.78)	 $ 1,723.04 		FALSE	-1	N/A	N/A
	Emergency Savings	 Savings 	 Emergency Savings 	 Checking 	2/4/2022	 $ (100.00)	 $ 1,623.04 		FALSE	-1	N/A	N/A
	Brokerage Contribution	 Savings 	 Taxable Brokerage 	 Checking 	2/4/2022	 $ (200.00)	 $ 1,423.04 		FALSE	-1	N/A	N/A
	Citi CC	 CC Payment 	 CC Payment 	 Checking 	2/4/2022	 $ (245.27)	 $ 1,177.77 		FALSE	-1	N/A	N/A
	Chase CC	 CC Payment 	 CC Payment 	 Checking 	2/4/2022	 $ (824.87)	 $ 352.90 		FALSE	-1	N/A	N/A
	Withdrawal	 Wants 	 Free Spending 	 Checking 	2/5/2022	 $ (100.00)	 $ 252.90 		FALSE	-1	N/A	N/A
	Popeye's	 Wants 	 Free Spending 	 Chase CC 	2/6/2022	 $ (28.86)	 $ 252.90 		FALSE	-1	N/A	N/A
	Domino's	 Wants 	 Free Spending 	 Chase CC 	2/6/2022	 $ (32.17)	 $ 252.90 		FALSE	-1	N/A	N/A
	Best Buy	 Wants 	 Free Spending 	 Chase CC 	2/6/2022	 $ (40.47)	 $ 252.90 		FALSE	-1	N/A	N/A
	Speedway	 Needs 	 Gas 	 Citi CC 	2/6/2022	 $ (68.58)	 $ 252.90 		FALSE	-1	N/A	N/A
	Starbucks	 Wants 	 Free Spending 	 Amazon CC 	2/7/2022	 $ (20.00)	 $ 252.90 		FALSE	-1	N/A	N/A
	See's Candies	 Wants 	 Free Spending 	 Chase CC 	2/7/2022	 $ (34.00)	 $ 252.90 		FALSE	-1	N/A	N/A
	V-Day Gift	 Wants 	 Free Spending 	 Amazon CC 	2/7/2022	 $ (66.22)	 $ 252.90 		FALSE	-1	N/A	N/A
	Electric Bill	 Needs 	Electric Bill	 Checking 	2/9/2022	 $ (86.68)	 $ 166.22 		FALSE	-1	N/A	N/A
	In N Out	 Wants 	 Free Spending 	 Chase CC 	2/10/2022	 $ (8.89)	 $ 166.22 		FALSE	-1	N/A	N/A
	Amazon CC	 CC Payment 	 CC Payment 	 Checking 	2/10/2022	 $ (12.98)	 $ 153.24 		FALSE	-1	N/A	N/A
	Cigars Intl	 Wants 	 Free Spending 	 Chase CC 	2/10/2022	 $ (20.24)	 $ 153.24 		FALSE	-1	N/A	N/A
	Trader Joe's	 Needs 	 Groceries 	 Citi CC 	2/10/2022	 $ (70.49)	 $ 153.24 		FALSE	-1	N/A	N/A
	Zion Mart	 Needs 	 Groceries 	 Citi CC 	2/12/2022	 $ (9.68)	 $ 153.24 		FALSE	-1	N/A	N/A
	Triunfo Jiu Jitsu	 Wants 	 Subscriptions 	 Chase CC 	2/12/2022	 $ (125.00)	 $ 153.24 		FALSE	-1	N/A	N/A
	McDonald's	 Wants 	 Free Spending 	 Chase CC 	2/13/2022	 $ (12.23)	 $ 153.24 		FALSE	-1	N/A	N/A
	Ralph's	 Needs 	 Groceries 	 Citi CC 	2/13/2022	 $ (37.46)	 $ 153.24 		FALSE	-1	N/A	N/A
	Petit Trois	 Wants 	 Free Spending 	 Chase CC 	2/13/2022	 $ (207.13)	 $ 153.24 		FALSE	-1	N/A	N/A
	Savings Transfer	 Income 	Savings Transfer	 Checking 	2/14/2022	 $ 235.02 	 $ 388.26 		FALSE	-1	N/A	N/A
	Federal Loans	 Needs 	Student Loans	 Checking 	2/14/2022	 $ (308.05)	 $ 80.21 		FALSE	-1	N/A	N/A
	Speedway	 Needs 	 Gas 	 Citi CC 	2/16/2022	 $ (70.81)	 $ 80.21 		FALSE	-1	N/A	N/A
	El Pollo Loco	 Wants 	 Free Spending 	 Chase CC 	2/17/2022	 $ (16.68)	 $ 80.21 		FALSE	-1	N/A	N/A
	Payday	 Income 	 Earnings 	 Checking 	2/18/2022	 $ 2,600.83 	 $ 2,681.04 		FALSE	-1	N/A	N/A
	Final Paycheck	 Income 	 Earnings 	 Checking 	2/18/2022	 $ 2,213.11 	 $ 4,894.15 		FALSE	-1	N/A	N/A
	ESPP Reimbursement	 Income 	 Earnings 	 Checking 	2/18/2022	 $ 235.02 	 $ 5,129.17 		FALSE	-1	N/A	N/A
	Brokerage Contribution	 Savings 	 Taxable Brokerage 	 Checking 	2/18/2022	 $ (200.00)	 $ 4,929.17 		FALSE	-1	N/A	N/A
	Emergency Savings	 Savings 	 Emergency Savings 	 Checking 	2/18/2022	 $ (335.02)	 $ 4,594.15 		FALSE	-1	N/A	N/A
	Del Taco	 Wants 	 Free Spending 	 Chase CC 	2/19/2022	 $ (12.57)	 $ 4,594.15 		FALSE	-1	N/A	N/A
	M&M Smoke Shop	 Wants 	 Free Spending 	 Chase CC 	2/19/2022	 $ (17.41)	 $ 4,594.15 		FALSE	-1	N/A	N/A
	Twohey's	 Wants 	 Free Spending 	 Chase CC 	2/19/2022	 $ (39.25)	 $ 4,594.15 		FALSE	-1	N/A	N/A
	Santa Ana Parking	 Wants 	 Free Spending 	 Chase CC 	2/20/2022	 $ (4.00)	 $ 4,594.15 		FALSE	-1	N/A	N/A
	McDonald's	 Wants 	 Free Spending 	 Chase CC 	2/20/2022	 $ (7.81)	 $ 4,594.15 		FALSE	-1	N/A	N/A
	Ralph's	 Needs 	 Groceries 	 Citi CC 	2/20/2022	 $ (15.60)	 $ 4,594.15 		FALSE	-1	N/A	N/A
	LA Fitness	 Wants 	 Subscriptions 	 Chase CC 	2/20/2022	 $ (34.99)	 $ 4,594.15 		FALSE	-1	N/A	N/A
	LA Fitness - Annual Fee	 Wants 	 Subscriptions 	 Chase CC 	2/20/2022	 $ (49.00)	 $ 4,594.15 		FALSE	-1	N/A	N/A
	La Santa	 Wants 	 Free Spending 	 Chase CC 	2/20/2022	 $ (80.00)	 $ 4,594.15 		FALSE	-1	N/A	N/A
	Walmart - Refund	 Wants 	 Free Spending 	 Chase CC 	2/21/2022	 $ 38.10 	 $ 4,594.15 		FALSE	-1	N/A	N/A
	Deposit	 Income 	 Earnings 	 Checking 	2/21/2022	 $ 0.03 	 $ 4,594.18 		FALSE	-1	N/A	N/A
	Target	 Wants 	 Free Spending 	 Chase CC 	2/21/2022	 $ (6.44)	 $ 4,594.18 		FALSE	-1	N/A	N/A
	Zelle	 Wants 	 Free Spending 	 Checking 	2/21/2022	 $ (50.00)	 $ 4,544.18 		FALSE	-1	N/A	N/A
	Walmart	 Wants 	 Free Spending 	 Chase CC 	2/21/2022	 $ (52.02)	 $ 4,544.18 		FALSE	-1	N/A	N/A
	Photasia	 Wants 	 Free Spending 	 Chase CC 	2/21/2022	 $ (52.69)	 $ 4,544.18 		FALSE	-1	N/A	N/A
	McDonald's	 Wants 	 Free Spending 	 Chase CC 	2/24/2022	 $ (5.81)	 $ 4,544.18 		FALSE	-1	N/A	N/A
	Starbucks	 Wants 	 Free Spending 	 Amazon CC 	2/24/2022	 $ (10.00)	 $ 4,544.18 		FALSE	-1	N/A	N/A
	Ralph's	 Needs 	 Groceries 	 Citi CC 	2/24/2022	 $ (19.63)	 $ 4,544.18 		FALSE	-1	N/A	N/A
	Renter's Insurance	 Needs 	 Renter's Insurance 	 Checking 	2/24/2022	 $ (59.50)	 $ 4,484.68 		FALSE	-1	N/A	N/A
	McDonald's	 Wants 	 Free Spending 	 Chase CC 	2/25/2022	 $ (12.91)	 $ 4,484.68 		FALSE	-1	N/A	N/A
	Starbucks	 Wants 	 Free Spending 	 Amazon CC 	2/25/2022	 $ (20.00)	 $ 4,484.68 		FALSE	-1	N/A	N/A
	HBO Max	 Wants 	 Subscriptions 	 Chase CC 	2/26/2022	 $ (7.49)	 $ 4,484.68 		FALSE	-1	N/A	N/A
	Chipotle	 Wants 	 Free Spending 	 Chase CC 	2/26/2022	 $ (13.25)	 $ 4,484.68 		FALSE	-1	N/A	N/A
	Chipotle	 Wants 	 Free Spending 	 Chase CC 	2/27/2022	 $ (24.91)	 $ 4,484.68 		FALSE	-1	N/A	N/A
	Speedway	 Needs 	 Gas 	 Citi CC 	2/27/2022	 $ (63.62)	 $ 4,484.68 		FALSE	-1	N/A	N/A
	Classic Tobacco	 Wants 	 Free Spending 	 Chase CC 	2/27/2022	 $ (66.75)	 $ 4,484.68 		FALSE	-1	N/A	N/A
	Costco	 Needs 	 Groceries 	 Chase CC 	2/27/2022	 $ (150.40)	 $ 4,484.68 		FALSE	-1	N/A	N/A
	ESPN+	 Wants 	 Subscriptions 	 Chase CC 	2/28/2022	 $ (6.99)	 $ 4,484.68 		FALSE	-1	N/A	N/A
	Internet Bill	 Needs 	Internet Bill	 Checking 	2/28/2022	 $ (83.99)	 $ 4,400.69 		FALSE	-1	N/A	N/A
	Car Insurance	 Needs 	Car Insurance	 Checking 	2/28/2022	 $ (143.88)	 $ 4,256.81 		FALSE	-1	N/A	N/A
	Bill Reimbursement	 Income 	 Reimbursements 	 Checking 	2/28/2022	 $ 112.80 	 $ 4,369.61 		FALSE	-1	N/A	N/A
	Classic Tobacco	 Wants 	 Free Spending 	 Chase CC 	3/1/2022	 $ (52.54)	 $ 4,369.61 		FALSE	-1	N/A	N/A
	JetBlue - Cancun	 Wants 	 Vacation Spending 	 Chase CC 	3/1/2022	 $ (821.56)	 $ 4,369.61 		FALSE	-1	N/A	N/A
	Rent	 Needs 	Rent	 Checking 	3/1/2022	 $ (1,121.21)	 $ 3,248.40 		FALSE	-1	N/A	N/A
	Currency Exchange	 Wants 	 Vacation Spending 	 Checking 	3/2/2022	 $ (597.25)	 $ 2,651.15 		FALSE	-1	N/A	N/A
	Chase CC	 CC Payment 	 CC Payment 	 Checking 	3/2/2022	 $ (1,192.25)	 $ 1,458.90 		FALSE	-1	N/A	N/A
	Ralph's	 Needs 	 Groceries 	 Citi CC 	3/3/2022	 $ (8.07)	 $ 1,458.90 		FALSE	-1	N/A	N/A
	Apple CC	 Wants 	 Free Spending 	 Checking 	3/3/2022	 $ (76.25)	 $ 1,382.65 		FALSE	-1	N/A	N/A
	Ralph's	 Needs 	 Groceries 	 Citi CC 	3/4/2022	 $ (8.41)	 $ 1,382.65 		FALSE	-1	N/A	N/A
	Chronic Tacos	 Wants 	 Free Spending 	 Chase CC 	3/4/2022	 $ (12.07)	 $ 1,382.65 		FALSE	-1	N/A	N/A
	Airbnb	 Wants 	 Vacation Spending 	 Chase CC 	3/4/2022	 $ (377.28)	 $ 1,382.65 		FALSE	-1	N/A	N/A
	Domino's	 Wants 	 Free Spending 	 Chase CC 	3/5/2022	 $ (25.00)	 $ 1,382.65 		FALSE	-1	N/A	N/A
	CVS	 Wants 	 Vacation Spending 	 Chase CC 	3/6/2022	 $ (15.39)	 $ 1,382.65 		FALSE	-1	N/A	N/A
	Target	 Wants 	 Vacation Spending 	 Chase CC 	3/6/2022	 $ (52.23)	 $ 1,382.65 		FALSE	-1	N/A	N/A
	CC Rewards	 Income 	 Reimbursements 	 Checking 	3/7/2022	 $ 116.74 	 $ 1,499.39 		FALSE	-1	N/A	N/A
	LAX Food	 Wants 	 Vacation Spending 	 Chase CC 	3/7/2022	 $ (14.78)	 $ 1,499.39 		FALSE	-1	N/A	N/A
	La Parrilla	 Wants 	 Vacation Spending 	 Amazon CC 	3/7/2022	 $ (60.93)	 $ 1,499.39 		FALSE	-1	N/A	N/A
	Uber	 Wants 	 Vacation Spending 	 Amazon CC 	3/8/2022	 $ (11.79)	 $ 1,499.39 		FALSE	-1	N/A	N/A
	La Tia Juana	 Wants 	 Vacation Spending 	 Amazon CC 	3/8/2022	 $ (22.65)	 $ 1,499.39 		FALSE	-1	N/A	N/A
	La Casa Del Habano	 Wants 	 Vacation Spending 	 Amazon CC 	3/8/2022	 $ (40.00)	 $ 1,499.39 		FALSE	-1	N/A	N/A
	Uber	 Wants 	 Vacation Spending 	 Chase CC 	3/8/2022	 $ (41.19)	 $ 1,499.39 		FALSE	-1	N/A	N/A
	La Casa Del Habano	 Wants 	 Vacation Spending 	 Amazon CC 	3/8/2022	 $ (122.00)	 $ 1,499.39 		FALSE	-1	N/A	N/A
	Uber	 Wants 	 Vacation Spending 	 Amazon CC 	3/10/2022	 $ (3.35)	 $ 1,499.39 		FALSE	-1	N/A	N/A
	Ultramar Cancun	 Wants 	 Vacation Spending 	 Amazon CC 	3/10/2022	 $ (44.90)	 $ 1,499.39 		FALSE	-1	N/A	N/A
	Gomar Golf Carts	 Wants 	 Vacation Spending 	 Amazon CC 	3/10/2022	 $ (45.59)	 $ 1,499.39 		FALSE	-1	N/A	N/A
	Beach Massage	 Wants 	 Vacation Spending 	 Amazon CC 	3/10/2022	 $ (46.30)	 $ 1,499.39 		FALSE	-1	N/A	N/A
	Xantolo	 Wants 	 Vacation Spending 	 Amazon CC 	3/10/2022	 $ (76.69)	 $ 1,499.39 		FALSE	-1	N/A	N/A
	Tequila	 Wants 	 Vacation Spending 	 Amazon CC 	3/10/2022	 $ (86.28)	 $ 1,499.39 		FALSE	-1	N/A	N/A
	Amazon CC	 CC Payment 	 CC Payment 	 Checking 	3/10/2022	 $ (116.22)	 $ 1,383.17 		FALSE	-1	N/A	N/A
	Citi CC	 CC Payment 	 CC Payment 	 Checking 	3/10/2022	 $ (430.64)	 $ 952.53 		FALSE	-1	N/A	N/A
	Las Hijas La Tostada	 Wants 	 Vacation Spending 	 Amazon CC 	3/11/2022	 $ (9.60)	 $ 952.53 		FALSE	-1	N/A	N/A
	Aldo's	 Wants 	 Vacation Spending 	 Amazon CC 	3/11/2022	 $ (11.42)	 $ 952.53 		FALSE	-1	N/A	N/A
	ADO to Tulum	 Wants 	 Vacation Spending 	 Amazon CC 	3/11/2022	 $ (20.13)	 $ 952.53 		FALSE	-1	N/A	N/A
	ADO to Cancun	 Wants 	 Vacation Spending 	 Amazon CC 	3/11/2022	 $ (20.15)	 $ 952.53 		FALSE	-1	N/A	N/A
	Guacamole	 Wants 	 Vacation Spending 	 Amazon CC 	3/12/2022	 $ (12.48)	 $ 952.53 		FALSE	-1	N/A	N/A
	JetBlue - Cancun	 Wants 	 Vacation Spending 	 Chase CC 	3/12/2022	 $ (36.40)	 $ 952.53 		FALSE	-1	N/A	N/A
	Airport Cigar Shop	 Wants 	 Vacation Spending 	 Amazon CC 	3/12/2022	 $ (38.00)	 $ 952.53 		FALSE	-1	N/A	N/A
	La Casa Del Habano	 Wants 	 Vacation Spending 	 Amazon CC 	3/12/2022	 $ (43.00)	 $ 952.53 		FALSE	-1	N/A	N/A
	Protech Covid Test	 Wants 	 Vacation Spending 	 Amazon CC 	3/12/2022	 $ (49.42)	 $ 952.53 		FALSE	-1	N/A	N/A
	La Casa Del Habano	 Wants 	 Vacation Spending 	 Amazon CC 	3/12/2022	 $ (55.00)	 $ 952.53 		FALSE	-1	N/A	N/A
	Flamingo's	 Wants 	 Vacation Spending 	 Amazon CC 	3/12/2022	 $ (56.56)	 $ 952.53 		FALSE	-1	N/A	N/A
	Triunfo Jiu Jitsu	 Wants 	 Subscriptions 	 Chase CC 	3/12/2022	 $ (125.00)	 $ 952.53 		FALSE	-1	N/A	N/A
	Postmates	 Wants 	 Vacation Spending 	 Chase CC 	3/13/2022	 $ (26.70)	 $ 952.53 		FALSE	-1	N/A	N/A
	Trader Joe's	 Needs 	 Groceries 	 Amazon CC 	3/13/2022	 $ (27.93)	 $ 952.53 		FALSE	-1	N/A	N/A
	Uber	 Wants 	 Vacation Spending 	 Chase CC 	3/13/2022	 $ (59.91)	 $ 952.53 		FALSE	-1	N/A	N/A
	Starbucks	 Wants 	 Free Spending 	 Amazon CC 	3/14/2022	 $ (19.00)	 $ 952.53 		FALSE	-1	N/A	N/A
	Electric Bill	 Needs 	Electric Bill	 Checking 	3/14/2022	 $ (86.80)	 $ 865.73 		FALSE	-1	N/A	N/A
	Federal Loans	 Needs 	Student Loans	 Checking 	3/14/2022	 $ (308.05)	 $ 557.68 		FALSE	-1	N/A	N/A
	Payday	 Income 	 Earnings 	 Checking 	3/18/2022	 $ 1,466.58 	 $ 2,024.26 		FALSE	-1	N/A	N/A
	Chipotle	 Wants 	 Free Spending 	 Chase CC 	3/18/2022	 $ (15.19)	 $ 2,024.26 		FALSE	-1	N/A	N/A
	Nate's Korner	 Wants 	 Free Spending 	 Chase CC 	3/19/2022	 $ (14.10)	 $ 2,024.26 		FALSE	-1	N/A	N/A
	Best Buy	 Wants 	 Free Spending 	 Chase CC 	3/20/2022	 $ (11.50)	 $ 2,024.26 		FALSE	-1	N/A	N/A
	LA Fitness	 Wants 	 Subscriptions 	 Chase CC 	3/20/2022	 $ (34.99)	 $ 2,024.26 		FALSE	-1	N/A	N/A
	Speedway	 Needs 	 Gas 	 Citi CC 	3/20/2022	 $ (85.01)	 $ 2,024.26 		FALSE	-1	N/A	N/A
	Zelle	 Wants 	 Free Spending 	 Checking 	3/21/2022	 $ (100.00)	 $ 1,924.26 		FALSE	-1	N/A	N/A
	Ralph's	 Needs 	 Groceries 	 Citi CC 	3/22/2022	 $ (32.35)	 $ 1,924.26 		FALSE	-1	N/A	N/A
	McDonald's	 Wants 	 Free Spending 	 Chase CC 	3/23/2022	 $ (12.27)	 $ 1,924.26 		FALSE	-1	N/A	N/A
	Target	 Needs 	 Groceries 	 Chase CC 	3/23/2022	 $ (51.23)	 $ 1,924.26 		FALSE	-1	N/A	N/A
	Chipotle	 Wants 	 Free Spending 	 Chase CC 	3/25/2022	 $ (15.19)	 $ 1,924.26 		FALSE	-1	N/A	N/A
	HBO Max	 Wants 	 Subscriptions 	 Chase CC 	3/26/2022	 $ (7.49)	 $ 1,924.26 		FALSE	-1	N/A	N/A
	Target	 Wants 	 Free Spending 	 Chase CC 	3/26/2022	 $ (7.99)	 $ 1,924.26 		FALSE	-1	N/A	N/A
	In N Out	 Wants 	 Free Spending 	 Chase CC 	3/26/2022	 $ (15.00)	 $ 1,924.26 		FALSE	-1	N/A	N/A
	Costco	 Wants 	 Free Spending 	 Chase CC 	3/26/2022	 $ (30.64)	 $ 1,924.26 		FALSE	-1	N/A	N/A
	Chevron	 Wants 	 Free Spending 	 Citi CC 	3/27/2022	 $ (6.47)	 $ 1,924.26 		FALSE	-1	N/A	N/A
	AMC	 Wants 	 Free Spending 	 Chase CC 	3/27/2022	 $ (24.29)	 $ 1,924.26 		FALSE	-1	N/A	N/A
	Fandango	 Wants 	 Free Spending 	 Chase CC 	3/27/2022	 $ (43.96)	 $ 1,924.26 		FALSE	-1	N/A	N/A
	Starbucks	 Wants 	 Free Spending 	 Amazon CC 	3/28/2022	 $ (20.49)	 $ 1,924.26 		FALSE	-1	N/A	N/A
	Internet Bill	 Needs 	Internet Bill	 Checking 	3/28/2022	 $ (83.99)	 $ 1,840.27 		FALSE	-1	N/A	N/A
	Baekjeong KBBQ	 Wants 	 Free Spending 	 Chase CC 	3/28/2022	 $ (100.00)	 $ 1,840.27 		FALSE	-1	N/A	N/A
	ESPN+	 Wants 	 Subscriptions 	 Chase CC 	3/29/2022	 $ (6.99)	 $ 1,840.27 		FALSE	-1	N/A	N/A
	Speedway	 Needs 	 Gas 	 Citi CC 	3/29/2022	 $ (92.50)	 $ 1,840.27 		FALSE	-1	N/A	N/A
	Car Insurance	 Needs 	Car Insurance	 Checking 	3/29/2022	 $ (142.80)	 $ 1,697.47 		FALSE	-1	N/A	N/A
	Lemonade	 Wants 	 Free Spending 	 Chase CC 	3/30/2022	 $ (27.26)	 $ 1,697.47 		FALSE	-1	N/A	N/A
	Bill Reimbursement	 Income 	 Reimbursements 	 Checking 	3/31/2022	 $ 85.39 	 $ 1,782.86 		FALSE	-1	N/A	N/A
	Del Taco	 Wants 	 Free Spending 	 Chase CC 	3/31/2022	 $ (12.69)	 $ 1,782.86 		FALSE	-1	N/A	N/A
	Public Cafe	 Wants 	 Free Spending 	 Chase CC 	3/31/2022	 $ (13.47)	 $ 1,782.86 		FALSE	-1	N/A	N/A
	Sign-on Bonus	 Income 	 Earnings 	 Checking 	4/1/2022	 $ 3,251.60 	 $ 5,034.46 		FALSE	-1	N/A	N/A
